Frequency,ChronicIllness,postcode
10,Anti-Coagulant,3781
28,Anti-Coagulant,3782
2,Anti-Coagulant,3783
4,Anti-Coagulant,3791
5,Anti-Coagulant,3792
16,Anti-Coagulant,3793
1,Anti-Coagulant,3795
25,Anti-Coagulant,3796
13,Anti-Coagulant,3799
21,Anti-Coagulant,3802
9,Anti-Coagulant,3803
6,Anti-Coagulant,3804
12,Anti-Coagulant,3805
91,Anti-Coagulant,3806
21,Anti-Coagulant,3807
4,Anti-Coagulant,3808
4,Anti-Coagulant,3809
63,Anti-Coagulant,3810
9,Anti-Coagulant,3812
1,Anti-Coagulant,3813
1,Anti-Coagulant,3815
1,Anti-Coagulant,3816
47,Anti-Coagulant,3818
6,Anti-Coagulant,3820
1,Anti-Coagulant,3821
14,Anti-Coagulant,3823
30,Anti-Coagulant,3824
21,Anti-Coagulant,3825
1,Anti-Coagulant,3834
2,Anti-Coagulant,3835
38,Anti-Coagulant,3840
6,Anti-Coagulant,3842
85,Anti-Coagulant,3844
8,Anti-Coagulant,3847
48,Anti-Coagulant,3850
6,Anti-Coagulant,3851
1,Anti-Coagulant,3854
1,Anti-Coagulant,3856
1,Anti-Coagulant,3858
5,Anti-Coagulant,3860
15,Anti-Coagulant,3862
1,Anti-Coagulant,3869
1,Anti-Coagulant,3870
5,Anti-Coagulant,3875
5,Anti-Coagulant,3878
26,Anti-Coagulant,3880
1,Anti-Coagulant,3882
1,Anti-Coagulant,3885
4,Anti-Coagulant,3887
3,Anti-Coagulant,3888
1,Anti-Coagulant,3890
3,Anti-Coagulant,3891
11,Anti-Coagulant,3892
1,Anti-Coagulant,3900
1,Anti-Coagulant,3902
3,Anti-Coagulant,3903
2,Anti-Coagulant,3904
66,Anti-Coagulant,3909
17,Anti-Coagulant,3910
5,Anti-Coagulant,3911
1,Anti-Coagulant,3912
2,Anti-Coagulant,3913
35,Anti-Coagulant,3915
5,Anti-Coagulant,3916
3,Anti-Coagulant,3918
14,Anti-Coagulant,3919
7,Anti-Coagulant,3922
1,Anti-Coagulant,3925
28,Anti-Coagulant,3926
10,Anti-Coagulant,3927
4,Anti-Coagulant,3928
66,Anti-Coagulant,3930
68,Anti-Coagulant,3931
68,Anti-Coagulant,3934
54,Anti-Coagulant,3936
8,Anti-Coagulant,3938
53,Anti-Coagulant,3939
11,Anti-Coagulant,3940
37,Anti-Coagulant,3941
14,Anti-Coagulant,3942
16,Anti-Coagulant,3943
7,Anti-Coagulant,3944
4,Anti-Coagulant,3945
2,Anti-Coagulant,3946
37,Anti-Coagulant,3950
5,Anti-Coagulant,3951
32,Anti-Coagulant,3953
1,Anti-Coagulant,3954
15,Anti-Coagulant,3956
1,Anti-Coagulant,3957
1,Anti-Coagulant,3960
1,Anti-Coagulant,3962
1,Anti-Coagulant,3966
15,Anti-Coagulant,3971
1,Anti-Coagulant,3975
1,Anti-Coagulant,3976
65,Anti-Coagulant,3977
3,Anti-Coagulant,3978
2,Anti-Coagulant,3979
1,Anti-Coagulant,3980
11,Anti-Coagulant,3981
19,Anti-Coagulant,3984
6,Anti-Coagulant,3988
2,Anti-Coagulant,3991
3,Anti-Coagulant,3992
70,Anti-Coagulant,3995
50,Anti-Coagulant,3996
10,Anti-Coagulant,4000
48,Anti-Coagulant,4005
10,Anti-Coagulant,4006
18,Anti-Coagulant,4007
4,Anti-Coagulant,4010
39,Anti-Coagulant,4011
37,Anti-Coagulant,4012
7,Anti-Coagulant,4013
14,Anti-Coagulant,4014
95,Anti-Coagulant,4017
10,Anti-Coagulant,4018
35,Anti-Coagulant,4019
95,Anti-Coagulant,4020
42,Anti-Coagulant,4021
24,Anti-Coagulant,4022
6,Anti-Coagulant,4030
7,Anti-Coagulant,4031
46,Anti-Coagulant,4032
107,Anti-Coagulant,4034
17,Anti-Coagulant,4035
10,Anti-Coagulant,4036
10,Anti-Coagulant,4037
14,Anti-Coagulant,4051
18,Anti-Coagulant,4053
8,Anti-Coagulant,4054
14,Anti-Coagulant,4055
9,Anti-Coagulant,4059
19,Anti-Coagulant,4060
38,Anti-Coagulant,4061
15,Anti-Coagulant,4064
11,Anti-Coagulant,4065
10,Anti-Coagulant,4066
9,Anti-Coagulant,4067
42,Anti-Coagulant,4068
98,Anti-Coagulant,4069
9,Anti-Coagulant,4070
1,Anti-Coagulant,4071
10,Anti-Coagulant,4073
12,Anti-Coagulant,4074
40,Anti-Coagulant,4075
4,Anti-Coagulant,4076
18,Anti-Coagulant,4077
54,Anti-Coagulant,4078
38,Anti-Coagulant,4101
4,Anti-Coagulant,4102
5,Anti-Coagulant,4103
3,Anti-Coagulant,4104
4,Anti-Coagulant,4105
1,Anti-Coagulant,4107
4,Anti-Coagulant,4108
29,Anti-Coagulant,4109
5,Anti-Coagulant,4110
7,Anti-Coagulant,4112
20,Anti-Coagulant,4113
41,Anti-Coagulant,4114
2,Anti-Coagulant,4115
5,Anti-Coagulant,4116
2,Anti-Coagulant,4117
29,Anti-Coagulant,4118
12,Anti-Coagulant,4119
2,Anti-Coagulant,4120
30,Anti-Coagulant,4121
91,Anti-Coagulant,4122
30,Anti-Coagulant,4123
38,Anti-Coagulant,4124
11,Anti-Coagulant,4125
46,Anti-Coagulant,4127
26,Anti-Coagulant,4128
4,Anti-Coagulant,4129
7,Anti-Coagulant,4130
28,Anti-Coagulant,4131
32,Anti-Coagulant,4132
24,Anti-Coagulant,4133
3,Anti-Coagulant,4151
60,Anti-Coagulant,4152
7,Anti-Coagulant,4153
5,Anti-Coagulant,4154
3,Anti-Coagulant,4155
4,Anti-Coagulant,4156
44,Anti-Coagulant,4157
15,Anti-Coagulant,4159
49,Anti-Coagulant,4160
31,Anti-Coagulant,4161
66,Anti-Coagulant,4163
29,Anti-Coagulant,4164
45,Anti-Coagulant,4165
9,Anti-Coagulant,4169
13,Anti-Coagulant,4170
21,Anti-Coagulant,4171
8,Anti-Coagulant,4173
2,Anti-Coagulant,4174
67,Anti-Coagulant,4178
46,Anti-Coagulant,4179
1,Anti-Coagulant,4183
12,Anti-Coagulant,4184
2,Anti-Coagulant,4185
12,Anti-Coagulant,4205
61,Anti-Coagulant,4207
18,Anti-Coagulant,4208
34,Anti-Coagulant,4209
31,Anti-Coagulant,4210
64,Anti-Coagulant,4211
16,Anti-Coagulant,4212
20,Anti-Coagulant,4213
27,Anti-Coagulant,4214
59,Anti-Coagulant,4215
52,Anti-Coagulant,4216
43,Anti-Coagulant,4217
27,Anti-Coagulant,4218
20,Anti-Coagulant,4220
55,Anti-Coagulant,4221
32,Anti-Coagulant,4223
4,Anti-Coagulant,4224
1,Anti-Coagulant,4225
29,Anti-Coagulant,4226
4,Anti-Coagulant,4227
5,Anti-Coagulant,4228
5,Anti-Coagulant,4270
11,Anti-Coagulant,4271
20,Anti-Coagulant,4272
1,Anti-Coagulant,4275
9,Anti-Coagulant,4280
34,Anti-Coagulant,4285
3,Anti-Coagulant,4287
40,Anti-Coagulant,4300
6,Anti-Coagulant,4301
1,Anti-Coagulant,4303
6,Anti-Coagulant,4304
129,Anti-Coagulant,4305
46,Anti-Coagulant,4306
4,Anti-Coagulant,4307
2,Anti-Coagulant,4309
3,Anti-Coagulant,4310
5,Anti-Coagulant,4311
1,Anti-Coagulant,4312
4,Anti-Coagulant,4340
28,Anti-Coagulant,4341
6,Anti-Coagulant,4342
18,Anti-Coagulant,4343
7,Anti-Coagulant,4344
1,Anti-Coagulant,4347
388,Anti-Coagulant,4350
23,Anti-Coagulant,4352
1,Anti-Coagulant,4355
1,Anti-Coagulant,4356
25,Anti-Coagulant,4357
6,Anti-Coagulant,4358
2,Anti-Coagulant,4359
3,Anti-Coagulant,4360
20,Anti-Coagulant,4361
2,Anti-Coagulant,4362
100,Anti-Coagulant,4370
1,Anti-Coagulant,4371
3,Anti-Coagulant,4373
12,Anti-Coagulant,4387
1,Anti-Coagulant,4388
1,Anti-Coagulant,4390
1,Anti-Coagulant,4400
7,Anti-Coagulant,4401
1,Anti-Coagulant,4403
1,Anti-Coagulant,4404
37,Anti-Coagulant,4405
1,Anti-Coagulant,4406
4,Anti-Coagulant,4407
3,Anti-Coagulant,4408
13,Anti-Coagulant,4413
5,Anti-Coagulant,4415
2,Anti-Coagulant,4416
1,Anti-Coagulant,4417
8,Anti-Coagulant,4419
1,Anti-Coagulant,4421
1,Anti-Coagulant,4423
1,Anti-Coagulant,4425
1,Anti-Coagulant,4427
1,Anti-Coagulant,4455
6,Anti-Coagulant,4470
30,Anti-Coagulant,4487
1,Anti-Coagulant,4489
63,Anti-Coagulant,4500
11,Anti-Coagulant,4501
26,Anti-Coagulant,4502
62,Anti-Coagulant,4503
3,Anti-Coagulant,4504
34,Anti-Coagulant,4505
26,Anti-Coagulant,4506
101,Anti-Coagulant,4508
18,Anti-Coagulant,4509
76,Anti-Coagulant,4510
3,Anti-Coagulant,4511
2,Anti-Coagulant,4512
19,Anti-Coagulant,4514
11,Anti-Coagulant,4515
2,Anti-Coagulant,4516
7,Anti-Coagulant,4517
21,Anti-Coagulant,4518
5,Anti-Coagulant,4519
3,Anti-Coagulant,4520
6,Anti-Coagulant,4521
12,Anti-Coagulant,4550
162,Anti-Coagulant,4551
5,Anti-Coagulant,4552
10,Anti-Coagulant,4553
2,Anti-Coagulant,4554
23,Anti-Coagulant,4555
72,Anti-Coagulant,4556
14,Anti-Coagulant,4557
47,Anti-Coagulant,4558
13,Anti-Coagulant,4559
49,Anti-Coagulant,4560
8,Anti-Coagulant,4561
21,Anti-Coagulant,4562
22,Anti-Coagulant,4563
4,Anti-Coagulant,4564
67,Anti-Coagulant,4565
6,Anti-Coagulant,4566
5,Anti-Coagulant,4567
10,Anti-Coagulant,4568
3,Anti-Coagulant,4569
72,Anti-Coagulant,4570
1,Anti-Coagulant,4571
4,Anti-Coagulant,4572
19,Anti-Coagulant,4573
8,Anti-Coagulant,4574
22,Anti-Coagulant,4575
57,Anti-Coagulant,4580
3,Anti-Coagulant,4581
1,Anti-Coagulant,4585
26,Anti-Coagulant,4606
4,Anti-Coagulant,4608
18,Anti-Coagulant,4610
3,Anti-Coagulant,4612
3,Anti-Coagulant,4613
1,Anti-Coagulant,4614
16,Anti-Coagulant,4615
3,Anti-Coagulant,4621
1,Anti-Coagulant,4626
2,Anti-Coagulant,4630
60,Anti-Coagulant,4650
186,Anti-Coagulant,4655
2,Anti-Coagulant,4659
48,Anti-Coagulant,4660
1,Anti-Coagulant,4661
394,Anti-Coagulant,4670
10,Anti-Coagulant,4671
1,Anti-Coagulant,4673
2,Anti-Coagulant,4674
2,Anti-Coagulant,4678
37,Anti-Coagulant,4680
1,Anti-Coagulant,4699
63,Anti-Coagulant,4700
133,Anti-Coagulant,4701
36,Anti-Coagulant,4702
2,Anti-Coagulant,4703
3,Anti-Coagulant,4710
2,Anti-Coagulant,4711
1,Anti-Coagulant,4712
21,Anti-Coagulant,4714
12,Anti-Coagulant,4715
3,Anti-Coagulant,4716
5,Anti-Coagulant,4717
2,Anti-Coagulant,4720
1,Anti-Coagulant,4722
1,Anti-Coagulant,4733
7,Anti-Coagulant,4735
3,Anti-Coagulant,4737
122,Anti-Coagulant,4740
11,Anti-Coagulant,4741
2,Anti-Coagulant,4742
1,Anti-Coagulant,4744
2,Anti-Coagulant,4745
14,Anti-Coagulant,4750
1,Anti-Coagulant,4753
1,Anti-Coagulant,4754
1,Anti-Coagulant,4799
1,Anti-Coagulant,4802
4,Anti-Coagulant,4805
1,Anti-Coagulant,4806
30,Anti-Coagulant,4807
2,Anti-Coagulant,4808
1,Anti-Coagulant,4809
9,Anti-Coagulant,4810
20,Anti-Coagulant,4811
13,Anti-Coagulant,4812
36,Anti-Coagulant,4814
37,Anti-Coagulant,4815
13,Anti-Coagulant,4816
50,Anti-Coagulant,4817
49,Anti-Coagulant,4818
2,Anti-Coagulant,4819
7,Anti-Coagulant,4821
2,Anti-Coagulant,4825
1,Anti-Coagulant,4849
2,Anti-Coagulant,4850
3,Anti-Coagulant,4852
41,Anti-Coagulant,4854
9,Anti-Coagulant,4855
7,Anti-Coagulant,4856
1,Anti-Coagulant,4857
20,Anti-Coagulant,4858
4,Anti-Coagulant,4859
122,Anti-Coagulant,4860
2,Anti-Coagulant,4861
5,Anti-Coagulant,4865
42,Anti-Coagulant,4868
40,Anti-Coagulant,4869
74,Anti-Coagulant,4870
24,Anti-Coagulant,4871
11,Anti-Coagulant,4872
1,Anti-Coagulant,4873
1,Anti-Coagulant,4874
2,Anti-Coagulant,4875
8,Anti-Coagulant,4878
25,Anti-Coagulant,4879
58,Anti-Coagulant,4880
5,Anti-Coagulant,4882
15,Anti-Coagulant,4883
6,Anti-Coagulant,4884
33,Anti-Coagulant,4885
2,Anti-Coagulant,4886
1,Anti-Coagulant,4887
1,Anti-Coagulant,4895
11,Anti-Coagulant,5000
8,Anti-Coagulant,5006
9,Anti-Coagulant,5007
5,Anti-Coagulant,5008
6,Anti-Coagulant,5009
5,Anti-Coagulant,5010
9,Anti-Coagulant,5011
5,Anti-Coagulant,5012
26,Anti-Coagulant,5013
31,Anti-Coagulant,5014
15,Anti-Coagulant,5015
12,Anti-Coagulant,5016
2,Anti-Coagulant,5017
7,Anti-Coagulant,5018
32,Anti-Coagulant,5019
8,Anti-Coagulant,5020
22,Anti-Coagulant,5021
37,Anti-Coagulant,5022
59,Anti-Coagulant,5023
36,Anti-Coagulant,5024
24,Anti-Coagulant,5025
3,Anti-Coagulant,5031
25,Anti-Coagulant,5032
6,Anti-Coagulant,5033
25,Anti-Coagulant,5034
10,Anti-Coagulant,5035
37,Anti-Coagulant,5037
38,Anti-Coagulant,5038
41,Anti-Coagulant,5039
9,Anti-Coagulant,5040
34,Anti-Coagulant,5041
14,Anti-Coagulant,5042
59,Anti-Coagulant,5043
15,Anti-Coagulant,5044
35,Anti-Coagulant,5045
10,Anti-Coagulant,5046
7,Anti-Coagulant,5047
15,Anti-Coagulant,5048
5,Anti-Coagulant,5049
15,Anti-Coagulant,5050
27,Anti-Coagulant,5051
14,Anti-Coagulant,5052
21,Anti-Coagulant,5061
36,Anti-Coagulant,5062
30,Anti-Coagulant,5063
33,Anti-Coagulant,5064
15,Anti-Coagulant,5065
18,Anti-Coagulant,5066
14,Anti-Coagulant,5067
28,Anti-Coagulant,5068
37,Anti-Coagulant,5069
58,Anti-Coagulant,5070
28,Anti-Coagulant,5072
14,Anti-Coagulant,5073
28,Anti-Coagulant,5074
14,Anti-Coagulant,5075
3,Anti-Coagulant,5076
9,Anti-Coagulant,5081
21,Anti-Coagulant,5082
11,Anti-Coagulant,5083
12,Anti-Coagulant,5084
32,Anti-Coagulant,5085
27,Anti-Coagulant,5086
12,Anti-Coagulant,5087
4,Anti-Coagulant,5088
3,Anti-Coagulant,5089
27,Anti-Coagulant,5090
4,Anti-Coagulant,5091
48,Anti-Coagulant,5092
15,Anti-Coagulant,5093
9,Anti-Coagulant,5095
25,Anti-Coagulant,5096
27,Anti-Coagulant,5097
27,Anti-Coagulant,5098
64,Anti-Coagulant,5107
104,Anti-Coagulant,5108
32,Anti-Coagulant,5109
14,Anti-Coagulant,5110
67,Anti-Coagulant,5112
27,Anti-Coagulant,5113
20,Anti-Coagulant,5114
7,Anti-Coagulant,5115
2,Anti-Coagulant,5116
2,Anti-Coagulant,5118
6,Anti-Coagulant,5120
24,Anti-Coagulant,5125
5,Anti-Coagulant,5126
8,Anti-Coagulant,5127
3,Anti-Coagulant,5137
2,Anti-Coagulant,5140
1,Anti-Coagulant,5141
5,Anti-Coagulant,5142
5,Anti-Coagulant,5152
14,Anti-Coagulant,5153
1,Anti-Coagulant,5154
3,Anti-Coagulant,5156
6,Anti-Coagulant,5157
40,Anti-Coagulant,5158
54,Anti-Coagulant,5159
21,Anti-Coagulant,5161
64,Anti-Coagulant,5162
31,Anti-Coagulant,5163
19,Anti-Coagulant,5164
3,Anti-Coagulant,5165
1,Anti-Coagulant,5166
6,Anti-Coagulant,5167
6,Anti-Coagulant,5168
32,Anti-Coagulant,5169
2,Anti-Coagulant,5170
4,Anti-Coagulant,5171
4,Anti-Coagulant,5172
6,Anti-Coagulant,5173
1,Anti-Coagulant,5174
5,Anti-Coagulant,5201
1,Anti-Coagulant,5203
3,Anti-Coagulant,5210
18,Anti-Coagulant,5211
5,Anti-Coagulant,5212
48,Anti-Coagulant,5214
1,Anti-Coagulant,5220
1,Anti-Coagulant,5222
5,Anti-Coagulant,5223
1,Anti-Coagulant,5231
1,Anti-Coagulant,5233
4,Anti-Coagulant,5235
2,Anti-Coagulant,5238
1,Anti-Coagulant,5241
1,Anti-Coagulant,5242
3,Anti-Coagulant,5245
5,Anti-Coagulant,5250
48,Anti-Coagulant,5251
8,Anti-Coagulant,5252
35,Anti-Coagulant,5253
4,Anti-Coagulant,5254
53,Anti-Coagulant,5255
9,Anti-Coagulant,5256
2,Anti-Coagulant,5259
23,Anti-Coagulant,5260
1,Anti-Coagulant,5266
2,Anti-Coagulant,5268
1,Anti-Coagulant,5269
1,Anti-Coagulant,5271
1,Anti-Coagulant,5277
1,Anti-Coagulant,5278
2,Anti-Coagulant,5280
48,Anti-Coagulant,5290
9,Anti-Coagulant,5291
4,Anti-Coagulant,5307
1,Anti-Coagulant,5308
1,Anti-Coagulant,5330
1,Anti-Coagulant,5340
1,Anti-Coagulant,5341
1,Anti-Coagulant,5343
1,Anti-Coagulant,5345
4,Anti-Coagulant,5351
24,Anti-Coagulant,5352
12,Anti-Coagulant,5353
1,Anti-Coagulant,5354
5,Anti-Coagulant,5355
2,Anti-Coagulant,5356
1,Anti-Coagulant,5360
1,Anti-Coagulant,5371
2,Anti-Coagulant,5373
1,Anti-Coagulant,5407
1,Anti-Coagulant,5412
1,Anti-Coagulant,5415
4,Anti-Coagulant,5417
1,Anti-Coagulant,5419
1,Anti-Coagulant,5422
1,Anti-Coagulant,5431
1,Anti-Coagulant,5434
1,Anti-Coagulant,5451
2,Anti-Coagulant,5452
3,Anti-Coagulant,5453
1,Anti-Coagulant,5461
1,Anti-Coagulant,5495
1,Anti-Coagulant,5502
1,Anti-Coagulant,5521
5,Anti-Coagulant,5522
1,Anti-Coagulant,5523
28,Anti-Coagulant,5540
1,Anti-Coagulant,5560
4,Anti-Coagulant,5575
2,Anti-Coagulant,5576
2,Anti-Coagulant,5577
2,Anti-Coagulant,5583
3,Anti-Coagulant,5606
1,Anti-Coagulant,5720
6,Anti-Coagulant,6000
4,Anti-Coagulant,6003
6,Anti-Coagulant,6004
3,Anti-Coagulant,6005
7,Anti-Coagulant,6006
6,Anti-Coagulant,6007
12,Anti-Coagulant,6008
42,Anti-Coagulant,6009
30,Anti-Coagulant,6010
5,Anti-Coagulant,6011
5,Anti-Coagulant,6012
18,Anti-Coagulant,6014
22,Anti-Coagulant,6015
3,Anti-Coagulant,6016
3,Anti-Coagulant,6017
35,Anti-Coagulant,6018
4,Anti-Coagulant,6019
38,Anti-Coagulant,6020
37,Anti-Coagulant,6021
8,Anti-Coagulant,6022
17,Anti-Coagulant,6023
13,Anti-Coagulant,6024
91,Anti-Coagulant,6025
81,Anti-Coagulant,6026
15,Anti-Coagulant,6027
6,Anti-Coagulant,6028
1,Anti-Coagulant,6029
13,Anti-Coagulant,6030
7,Anti-Coagulant,6031
1,Anti-Coagulant,6035
2,Anti-Coagulant,6036
1,Anti-Coagulant,6038
2,Anti-Coagulant,6041
11,Anti-Coagulant,6050
3,Anti-Coagulant,6051
16,Anti-Coagulant,6052
5,Anti-Coagulant,6053
7,Anti-Coagulant,6054
9,Anti-Coagulant,6055
21,Anti-Coagulant,6056
14,Anti-Coagulant,6057
2,Anti-Coagulant,6058
12,Anti-Coagulant,6059
22,Anti-Coagulant,6060
10,Anti-Coagulant,6061
22,Anti-Coagulant,6062
3,Anti-Coagulant,6063
6,Anti-Coagulant,6064
57,Anti-Coagulant,6065
4,Anti-Coagulant,6066
1,Anti-Coagulant,6069
1,Anti-Coagulant,6070
1,Anti-Coagulant,6073
37,Anti-Coagulant,6076
1,Anti-Coagulant,6083
1,Anti-Coagulant,6084
4,Anti-Coagulant,6102
3,Anti-Coagulant,6104
3,Anti-Coagulant,6108
1,Anti-Coagulant,6109
3,Anti-Coagulant,6110
5,Anti-Coagulant,6111
15,Anti-Coagulant,6112
1,Anti-Coagulant,6113
1,Anti-Coagulant,6121
6,Anti-Coagulant,6122
1,Anti-Coagulant,6124
2,Anti-Coagulant,6149
28,Anti-Coagulant,6150
6,Anti-Coagulant,6151
2,Anti-Coagulant,6152
20,Anti-Coagulant,6153
9,Anti-Coagulant,6154
6,Anti-Coagulant,6155
39,Anti-Coagulant,6156
18,Anti-Coagulant,6157
10,Anti-Coagulant,6158
3,Anti-Coagulant,6159
3,Anti-Coagulant,6160
13,Anti-Coagulant,6162
21,Anti-Coagulant,6163
11,Anti-Coagulant,6164
1,Anti-Coagulant,6166
16,Anti-Coagulant,6167
9,Anti-Coagulant,6168
13,Anti-Coagulant,6169
3,Anti-Coagulant,6170
15,Anti-Coagulant,6171
7,Anti-Coagulant,6173
1,Anti-Coagulant,6175
1,Anti-Coagulant,6176
1,Anti-Coagulant,6180
2,Anti-Coagulant,6181
3,Anti-Coagulant,6208
145,Anti-Coagulant,6210
4,Anti-Coagulant,6211
3,Anti-Coagulant,6215
1,Anti-Coagulant,6220
28,Anti-Coagulant,6230
1,Anti-Coagulant,6232
3,Anti-Coagulant,6233
1,Anti-Coagulant,6235
2,Anti-Coagulant,6236
1,Anti-Coagulant,6237
24,Anti-Coagulant,6239
2,Anti-Coagulant,6244
2,Anti-Coagulant,6253
15,Anti-Coagulant,6255
2,Anti-Coagulant,6280
1,Anti-Coagulant,6285
1,Anti-Coagulant,6304
1,Anti-Coagulant,6320
6,Anti-Coagulant,6330
4,Anti-Coagulant,6335
1,Anti-Coagulant,6336
1,Anti-Coagulant,6367
11,Anti-Coagulant,6390
1,Anti-Coagulant,6401
1,Anti-Coagulant,6429
6,Anti-Coagulant,6430
1,Anti-Coagulant,6431
2,Anti-Coagulant,6432
1,Anti-Coagulant,6442
16,Anti-Coagulant,6450
1,Anti-Coagulant,6507
1,Anti-Coagulant,6510
1,Anti-Coagulant,6525
1,Anti-Coagulant,6530
1,Anti-Coagulant,6562
1,Anti-Coagulant,6616
1,Anti-Coagulant,6638
8,Anti-Coagulant,6701
1,Anti-Coagulant,6705
1,Anti-Coagulant,6707
1,Anti-Coagulant,6714
1,Anti-Coagulant,6722
1,Anti-Coagulant,6725
1,Anti-Coagulant,6892
1,Anti-Coagulant,6901
1,Anti-Coagulant,6932
1,Anti-Coagulant,6935
41,Anti-Coagulant,7000
19,Anti-Coagulant,7004
11,Anti-Coagulant,7005
32,Anti-Coagulant,7008
3,Anti-Coagulant,7009
7,Anti-Coagulant,7010
76,Anti-Coagulant,7011
1,Anti-Coagulant,7012
6,Anti-Coagulant,7015
5,Anti-Coagulant,7016
7,Anti-Coagulant,7017
97,Anti-Coagulant,7018
16,Anti-Coagulant,7019
8,Anti-Coagulant,7020
15,Anti-Coagulant,7021
2,Anti-Coagulant,7023
1,Anti-Coagulant,7024
1,Anti-Coagulant,7025
34,Anti-Coagulant,7030
7,Anti-Coagulant,7053
3,Anti-Coagulant,7054
7,Anti-Coagulant,7109
1,Anti-Coagulant,7112
8,Anti-Coagulant,7117
31,Anti-Coagulant,7140
8,Anti-Coagulant,7170
1,Anti-Coagulant,7172
1,Anti-Coagulant,7173
2,Anti-Coagulant,7177
2,Anti-Coagulant,7180
2,Anti-Coagulant,7184
2,Anti-Coagulant,7185
1,Anti-Coagulant,7187
52,Anti-Coagulant,7190
1,Anti-Coagulant,7209
1,Anti-Coagulant,7211
11,Anti-Coagulant,7212
1,Anti-Coagulant,7214
13,Anti-Coagulant,7215
32,Anti-Coagulant,7216
60,Anti-Coagulant,7248
27,Anti-Coagulant,7249
141,Anti-Coagulant,7250
11,Anti-Coagulant,7252
27,Anti-Coagulant,7253
1,Anti-Coagulant,7254
4,Anti-Coagulant,7256
1,Anti-Coagulant,7258
2,Anti-Coagulant,7259
16,Anti-Coagulant,7260
1,Anti-Coagulant,7261
17,Anti-Coagulant,7262
4,Anti-Coagulant,7264
1,Anti-Coagulant,7265
1,Anti-Coagulant,7267
2,Anti-Coagulant,7268
1,Anti-Coagulant,7276
9,Anti-Coagulant,7277
2,Anti-Coagulant,7290
25,Anti-Coagulant,7300
39,Anti-Coagulant,7301
8,Anti-Coagulant,7302
2,Anti-Coagulant,7303
48,Anti-Coagulant,7304
4,Anti-Coagulant,7305
20,Anti-Coagulant,7306
33,Anti-Coagulant,7307
60,Anti-Coagulant,7310
13,Anti-Coagulant,7315
1,Anti-Coagulant,7316
63,Anti-Coagulant,7320
15,Anti-Coagulant,7321
29,Anti-Coagulant,7322
39,Anti-Coagulant,7325
24,Anti-Coagulant,7330
1,Anti-Coagulant,7331
1,Chronic Obstructive Pulmonary Disease (COPD),215
1,Chronic Obstructive Pulmonary Disease (COPD),221
2,Chronic Obstructive Pulmonary Disease (COPD),226
1,Chronic Obstructive Pulmonary Disease (COPD),241
4,Chronic Obstructive Pulmonary Disease (COPD),303
1,Chronic Obstructive Pulmonary Disease (COPD),304
1,Chronic Obstructive Pulmonary Disease (COPD),305
1,Chronic Obstructive Pulmonary Disease (COPD),307
1,Chronic Obstructive Pulmonary Disease (COPD),506
1,Chronic Obstructive Pulmonary Disease (COPD),725
1,Chronic Obstructive Pulmonary Disease (COPD),800
2,Chronic Obstructive Pulmonary Disease (COPD),810
4,Chronic Obstructive Pulmonary Disease (COPD),812
1,Chronic Obstructive Pulmonary Disease (COPD),820
1,Chronic Obstructive Pulmonary Disease (COPD),822
1,Chronic Obstructive Pulmonary Disease (COPD),828
4,Chronic Obstructive Pulmonary Disease (COPD),830
1,Chronic Obstructive Pulmonary Disease (COPD),831
2,Chronic Obstructive Pulmonary Disease (COPD),832
2,Chronic Obstructive Pulmonary Disease (COPD),836
4,Chronic Obstructive Pulmonary Disease (COPD),850
3,Chronic Obstructive Pulmonary Disease (COPD),870
1,Chronic Obstructive Pulmonary Disease (COPD),871
1,Chronic Obstructive Pulmonary Disease (COPD),880
51,Chronic Obstructive Pulmonary Disease (COPD),2100
29,Chronic Obstructive Pulmonary Disease (COPD),2101
18,Chronic Obstructive Pulmonary Disease (COPD),2102
39,Chronic Obstructive Pulmonary Disease (COPD),2103
20,Chronic Obstructive Pulmonary Disease (COPD),2104
1,Chronic Obstructive Pulmonary Disease (COPD),2105
6,Chronic Obstructive Pulmonary Disease (COPD),2106
13,Chronic Obstructive Pulmonary Disease (COPD),2107
3,Chronic Obstructive Pulmonary Disease (COPD),2108
24,Chronic Obstructive Pulmonary Disease (COPD),2110
17,Chronic Obstructive Pulmonary Disease (COPD),2111
72,Chronic Obstructive Pulmonary Disease (COPD),2112
28,Chronic Obstructive Pulmonary Disease (COPD),2113
39,Chronic Obstructive Pulmonary Disease (COPD),2114
44,Chronic Obstructive Pulmonary Disease (COPD),2115
23,Chronic Obstructive Pulmonary Disease (COPD),2116
78,Chronic Obstructive Pulmonary Disease (COPD),2117
74,Chronic Obstructive Pulmonary Disease (COPD),2118
18,Chronic Obstructive Pulmonary Disease (COPD),2119
36,Chronic Obstructive Pulmonary Disease (COPD),2120
48,Chronic Obstructive Pulmonary Disease (COPD),2121
40,Chronic Obstructive Pulmonary Disease (COPD),2122
2,Chronic Obstructive Pulmonary Disease (COPD),2123
32,Chronic Obstructive Pulmonary Disease (COPD),2125
34,Chronic Obstructive Pulmonary Disease (COPD),2126
4,Chronic Obstructive Pulmonary Disease (COPD),2127
1,Chronic Obstructive Pulmonary Disease (COPD),2128
26,Chronic Obstructive Pulmonary Disease (COPD),2130
25,Chronic Obstructive Pulmonary Disease (COPD),2131
14,Chronic Obstructive Pulmonary Disease (COPD),2132
